Entity ID,Acquisition Date,Mission,Camera,Camera Resolution,Operations Number,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,area_kmsq,area_aea_kmsq,area_kmsq_equal_area
D3C1219-100257F085,1984/07/28,1219-1,F,2 to 4 feet,257,23.735,56.895,23.985,55.774,23.701,58.051,23.483,58.041,23.771,55.72,3429.5266267381594,5706.379544394466,5711.015680956634
D3C1217-200582F043,1982/07/08,1217-2,F,2 to 4 feet,582,29.666,89.035,29.814,88.517,29.694,89.546,29.507,89.536,29.655,88.491,36.932437701934816,1950.4982444232608,1951.0780083494924
D3C1210-200281F001,1975/07/15,1210-2,F,2 to 4 feet,281,33.16,-96.89,33.297,-97.339,33.179,-96.4,33.027,-96.422,33.138,-97.379,,1561.5201539195266,1561.8241333118297
D3C1217-301440A013,1982/09/22,1217-3,A,2 to 4 feet,1440,34.423,53.144,34.56,52.598,34.458,53.7,34.278,53.648,34.402,52.576,1398.5915132833252,1916.450155814428,1915.934961366644
D3C1219-100257F119,1984/07/28,1219-1,F,2 to 4 feet,257,17.646,55.747,17.892,54.667,17.617,56.862,17.399,56.854,17.677,54.615,3411.681400170624,5731.047609147559,5734.478227192035
D3C1216-100116F007,1980/07/01,1216-1,F,2 to 4 feet,116,50.845,39.132,51.01,38.501,50.846,39.815,50.68,39.774,50.846,38.44,2177.4855531320495,1776.8805248287647,1777.597585292605
D3C1216-200396F005,1980/08/05,1216-2,F,2 to 4 feet,396,27.547,12.842,27.73,12.257,27.553,13.558,27.388,13.523,27.504,12.176,3211.138556387802,2924.7841600274232,2925.7832128616296
D3C1206-200205F013,1973/08/02,1206-2,F,2 to 4 feet,205,59.068,28.571,59.253,27.74,59.055,29.42,58.874,29.368,59.1,27.672,3192.9410690501404,1881.1832113490693,1882.9047034934101
D3C1215-401158F003,1979/08/05,1215-4,F,2 to 4 feet,1158,30.375,112.384,30.611,111.336,30.319,113.608,30.154,113.59,30.388,111.254,,4897.064707912983,4902.435413694147
D3C1203-100023F024,1972/07/09,1203-1,F,2 to 4 feet,23,40.333,87.365,40.775,85.132,40.103,90.238,39.906,90.216,40.431,84.913,,13868.296021462424,13954.522472980192
D3C1206-300404A004,1973/08/23,1206-3,A,2 to 4 feet,404,43.508,57.971,43.644,57.386,43.534,58.572,43.364,58.512,43.494,57.358,1268.1438919007187,1729.972506543681,1729.4006864017606
D3C1217-200636A005,1982/07/12,1217-2,A,2 to 4 feet,636,33.673,-90.215,33.818,-90.742,33.697,-89.649,33.539,-89.672,33.631,-90.743,,1933.622084225931,1932.9307982307496
D3C1206-200226F024,1973/08/05,1206-2,F,2 to 4 feet,226,40.493,58.925,40.733,57.66,40.456,60.08,40.238,60.081,40.58,57.62,2929.2817529904173,4310.710570634497,4319.757396557165
D3C1213-200333A007,1977/08/26,1213-2,A,2 to 4 feet,333,36.588,114.051,36.797,112.988,36.554,115.146,36.382,115.091,36.619,112.983,,3782.933708796443,3778.2588475913726
D3C1210-100054A021,1975/06/12,1210-1,A,2 to 4 feet,54,44.418,-100.133,44.652,-101.39,44.357,-98.721,44.204,-98.764,44.431,-101.37,,4401.470914634544,4390.114636774963
D3C1210-300373A011,1975/08/01,1210-3,A,2 to 4 feet,373,45.501,121.013,45.735,119.74,45.439,122.44,45.286,122.4,45.515,119.76,,4358.049317987277,4347.0129411845655
D3C1203-400610A022,1972/08/25,1203-4,A,2 to 4 feet,610,50.216,119.064,50.503,117.402,50.144,120.644,49.922,120.502,50.333,117.371,,5237.286182223041,5224.429731095807
D3C1215-301054F022,1979/07/22,1215-3,F,2 to 4 feet,1054,17.919,109.37,18.257,107.651,17.826,111.129,17.578,111.14,18.018,107.572,,10215.543798092749,10233.623073651317
D3C1208-300515F018,1974/06/12,1208-3,F,2 to 4 feet,515,46.367,-103.644,46.582,-105.05,46.353,-102.37,46.134,-102.36,46.429,-105.09,,4326.995424646065,4338.3999215738095
D3C1217-100113A071,1982/05/23,1217-1,A,2 to 4 feet,113,24.497,5.381,24.791,3.628,24.431,7.165,24.208,7.09,24.556,3.65,9906.010116255607,9095.560126343531,9073.75507273033
D3C1214-401273F018,1978/08/21,1214-4,F,2 to 4 feet,1273,42.733,16.9,42.922,16.21,42.727,17.749,42.566,17.703,42.701,16.11,3669.864243943546,2828.6530747427114,2830.2213052692605
D3C1214-300768F033,1978/06/25,1214-3,F,2 to 4 feet,768,39.222,-76.909,39.369,-77.416,39.238,-76.368,39.076,-76.393,39.208,-77.458,494.42970154084776,1677.5862838453731,1678.018062383628
D3C1217-301019A029,1982/08/22,1217-3,A,2 to 4 feet,1019,45.413,123.658,45.594,122.811,45.433,124.496,45.213,124.382,45.431,122.764,,2886.4504578296796,2884.6123273994785
D3C1213-200291F018,1977/08/18,1213-2,F,2 to 4 feet,291,41.121,87.518,41.378,86.375,41.033,88.862,40.875,88.833,41.166,86.276,271.3525806362915,4533.659316737354,4540.329211573345
D3C1210-200190A006,1975/06/30,1210-2,A,2 to 4 feet,190,1.927,45.378,2.101,44.819,1.945,45.994,1.78,45.986,1.868,44.839,2007.358937550728,2833.393081742974,2833.291026665525
D3C1210-300433A012,1975/08/10,1210-3,A,2 to 4 feet,433,16.215,3.821,16.485,2.24,16.162,5.427,15.949,5.362,16.262,2.26,8507.173636634947,8206.943902367042,8195.186664350855
D3C1206-300322F003,1973/08/13,1206-3,F,2 to 4 feet,322,55.933,-120.311,56.095,-120.983,55.928,-119.58,55.771,-119.628,55.94,-121.053,,1603.214273641934,1603.9891270155451
D3C1219-200561A018,1984/08/25,1219-2,A,2 to 4 feet,561,34.671,56.066,34.829,55.438,34.71,56.708,34.503,56.647,34.647,55.411,1729.4306700466766,2537.55689476459,2536.7953865251943
D3C1216-200461A009,1980/08/13,1216-2,A,2 to 4 feet,461,24.142,-10.854,24.302,-11.532,24.189,-10.192,23.959,-10.27,24.132,-11.562,3277.1985041073513,3051.0599629046073,3050.117401041663
D3C1216-200368F031,1980/08/02,1216-2,F,2 to 4 feet,368,34.362,-87.429,34.545,-88.152,34.389,-86.773,34.156,-86.77,34.381,-88.174,160.89340669412232,2835.2159590055267,2837.426169243738
D3C1217-200545F020,1982/07/04,1217-2,F,2 to 4 feet,545,43.791,136.239,43.983,135.531,43.784,137.111,43.621,137.063,43.761,135.427,,2881.179326915256,2882.899532570861
D3C1201-200114A054,1971/06/23,1201-2,A,2 to 4 feet,114,31.021,101.118,31.342,99.158,30.94,103.114,30.706,103.025,31.095,99.182,,10098.162887411916,10063.554544725082
D3C1217-100251F026,1982/06/04,1217-1,F,2 to 4 feet,251,59.461,55.324,59.766,53.614,59.341,57.122,59.154,57.065,59.586,53.498,4840.599135258545,4322.904447118515,4335.161093180694
D3C1210-300469F017,1975/08/18,1210-3,F,2 to 4 feet,469,49.182,115.458,49.375,114.7,49.167,116.4,49.009,116.34,49.159,114.58,,2751.2906264804733,2753.1089261536986
D3C1203-200169A004,1972/07/18,1203-2,A,2 to 4 feet,169,50.778,136.158,51.103,134.617,50.709,137.951,50.509,137.935,50.728,134.749,,7248.211200726114,7209.674463171184
D3C1208-400704A045,1974/07/08,1208-4,A,2 to 4 feet,704,46.949,134.983,47.214,132.76,46.899,137.24,46.689,137.15,46.992,132.8,,8179.690816396207,8135.59913067623
D3C1219-100202F029,1984/07/22,1219-1,F,2 to 4 feet,202,37.24,-104.572,37.413,-105.161,37.26,-103.943,37.066,-103.971,37.221,-105.21,,2392.5195253399174,2393.259532537653
D3C1214-401143F010,1978/08/08,1214-4,F,2 to 4 feet,1143,64.272,134.741,64.509,133.579,64.212,136.216,64.05,136.1,64.288,133.367,,3010.10561126521,3013.140181601971
D3C1203-200233F007,1972/07/23,1203-2,F,2 to 4 feet,233,24.356,114.526,24.931,111.471,24.122,117.653,23.768,117.712,24.602,111.298,,24514.03823957558,24701.28142459395
D3C1217-301058A002,1982/08/25,1217-3,A,2 to 4 feet,1058,63.276,143.318,63.471,142.346,63.251,144.402,63.091,144.318,63.28,142.304,,2072.490415559707,2069.814204190337
D3C1203-300333A004,1972/07/31,1203-3,A,2 to 4 feet,333,40.082,-104.215,40.276,-105.053,40.105,-103.385,39.868,-103.499,40.1,-105.099,,3350.711070571392,3348.6560450486504
D3C1218-200460F002,1983/09/03,1218-2,F,2 to 4 feet,460,40.451,124.584,40.612,124.031,40.459,125.216,40.299,125.182,40.428,123.968,,2007.1343916738592,2007.735634201432
D3C1219-300899A009,1984/09/29,1219-3,A,2 to 4 feet,899,20.011,26.11,20.221,25.041,20.006,27.202,19.803,27.155,20.013,25.043,4919.192954969948,5144.950389265087,5141.345444466659
D3C1206-100163A001,1973/07/28,1206-1,A,2 to 4 feet,163,49.152,85.217,49.603,82.571,48.855,88.913,48.746,88.852,49.184,82.807,2155.1256553794096,13093.753408595372,12812.357037612483
D3C1216-200441F007,1980/08/12,1216-2,F,2 to 4 feet,441,30.971,50.863,31.117,50.388,30.993,51.367,30.825,51.348,30.95,50.351,1323.2791851325378,1789.3502416774213,1789.7338114158567
D3C1217-100169A029,1982/05/28,1217-1,A,2 to 4 feet,169,36.263,100.187,36.471,99.07,36.239,101.333,36.058,101.278,36.284,99.068,,4173.828098587083,4168.439890727071
D3C1217-200814F039,1982/07/30,1217-2,F,2 to 4 feet,814,30.361,46.772,30.696,44.988,30.255,48.599,30.022,48.606,30.472,44.904,7227.619784075302,9059.965463205428,9087.459115151834
D3C1215-401462F018,1979/09/15,1215-4,F,2 to 4 feet,1462,20.827,110.167,21.059,109.189,20.779,111.308,20.612,111.293,20.833,109.113,,4994.83969402245,4998.520647529735
D3C1213-100055A061,1977/07/05,1213-1,A,2 to 4 feet,55,28.914,38.644,29.072,37.995,28.948,39.281,28.737,39.202,28.916,37.963,2318.604162654091,2595.913509503131,2595.0485453552815
D3C1203-400518A005,1972/08/17,1203-4,A,2 to 4 feet,518,56.295,100.095,56.589,98.393,56.193,101.872,56.005,101.756,56.389,98.368,,4796.123387398119,4781.175793427237
D3C1219-100224F006,1984/07/25,1219-1,F,2 to 4 feet,224,23.05,18.0,23.226,17.468,23.073,18.604,22.886,18.576,23.011,17.413,2776.1391362261393,2687.261546600041,2687.718754619019
D3C1214-300809F002,1978/06/29,1214-3,F,2 to 4 feet,809,15.441,-15.651,15.611,-16.289,15.484,-15.077,15.246,-15.067,15.442,-16.304,2962.221542215614,2963.3561938361145,2964.2567435503033
D3C1210-100078F015,1975/06/15,1210-1,F,2 to 4 feet,78,41.23,-107.826,41.474,-108.97,41.157,-106.48,40.999,-106.51,41.261,-109.07,,4528.731409086749,4535.586346280036
D3C1206-300319A041,1973/08/13,1206-3,A,2 to 4 feet,319,52.539,11.594,53.16,7.131,52.225,16.149,51.938,15.864,52.828,7.256,33832.635182858765,21629.59532707589,21129.690623068593
D3C1206-300362F029,1973/08/18,1206-3,F,2 to 4 feet,362,30.832,118.974,31.14,117.305,30.738,120.68,30.521,120.686,30.932,117.229,,7828.833556859148,7850.572559011035
D3C1214-401408F020,1978/09/04,1214-4,F,2 to 4 feet,1408,10.197,105.802,10.521,104.175,10.112,107.464,9.869,107.476,10.287,104.1,,9781.224506384955,9790.681533786672
D3C1218-200409A015,1983/08/26,1218-2,A,2 to 4 feet,409,20.96,3.921,21.177,2.905,20.928,5.058,20.765,5.031,20.944,2.926,5185.471660459561,4865.510554479675,4860.750116637658
D3C1216-300747A016,1980/09/20,1216-3,A,2 to 4 feet,747,21.439,-82.073,21.641,-83.208,21.444,-81.01,21.219,-81.084,21.473,-83.218,755.694461235321,4998.168358192385,4994.273603817228
D3C1215-401197A017,1979/08/11,1215-4,A,2 to 4 feet,1197,54.357,37.786,54.761,35.047,54.179,40.599,53.961,40.445,54.523,35.066,12594.11412751587,9370.71014857004,9294.729107588468
D3C1206-400549F007,1973/09/11,1206-4,F,2 to 4 feet,549,44.07,-115.807,44.227,-116.418,44.087,-115.2,43.904,-115.219,44.072,-116.454,,1881.9418208158172,1882.9106191634473
D3C1203-400531A010,1972/08/18,1203-4,A,2 to 4 feet,531,53.795,105.359,54.108,103.534,53.703,107.101,53.479,106.935,53.935,103.496,,5439.873591769368,5423.950470660241
D3C1210-200280F004,1975/07/15,1210-2,F,2 to 4 feet,280,49.068,18.337,49.439,16.167,48.909,20.576,48.692,20.565,49.232,16.056,11431.297967015427,7905.724185112544,7948.060834490407
D3C1203-400576A080,1972/08/22,1203-4,A,2 to 4 feet,576,60.866,63.85,61.246,61.554,60.719,66.064,60.49,65.827,61.065,61.492,5420.07983883374,6015.847938057111,5990.62783499925
D3C1210-100091A001,1975/06/17,1210-1,A,2 to 4 feet,91,31.55,32.795,31.747,31.795,31.523,33.877,31.365,33.842,31.549,31.805,3838.4478140272217,3890.7229926396594,3886.0599750645574
D3C1208-400608F009,1974/06/22,1208-4,F,2 to 4 feet,608,55.645,161.47,55.803,160.67,55.665,162.26,55.478,162.24,55.644,160.63,,1971.0146483604522,1972.5320816783676
D3C1216-200321A006,1980/07/29,1216-2,A,2 to 4 feet,321,22.39,109.887,22.519,109.438,22.427,110.357,22.262,110.329,22.351,109.428,,1747.6255044019708,1747.3701485644715
D3C1218-100268A014,1983/08/05,1218-1,A,2 to 4 feet,268,30.574,117.895,30.798,116.795,30.535,119.124,30.373,119.093,30.566,116.817,,4841.403299123494,4833.9708884620595
D3C1217-200578F054,1982/07/07,1217-2,F,2 to 4 feet,578,19.062,-6.969,19.207,-7.454,19.096,-6.492,18.906,-6.499,19.045,-7.477,2109.3131133585225,2010.5356355160495,2010.900102421356
D3C1203-100047A035,1972/07/10,1203-1,A,2 to 4 feet,47,50.22,27.507,50.549,25.966,50.149,29.3,49.948,29.285,50.17,26.103,10172.22036173767,7384.93214145164,7344.965717821151
D3C1210-400684F003,1975/09/18,1210-4,F,2 to 4 feet,684,29.706,83.932,29.847,83.483,29.723,84.44,29.574,84.416,29.677,83.436,209.51553378511048,1699.855879276704,1700.1748835810201
D3C1210-400610F024,1975/09/11,1210-4,F,2 to 4 feet,610,10.712,92.363,10.851,91.909,10.748,92.808,10.563,92.803,10.694,91.888,,1894.931896975538,1895.1199645202444
D3C1217-200541F001,1982/07/03,1217-2,F,2 to 4 feet,541,47.791,134.119,47.953,133.497,47.8,134.763,47.624,134.733,47.794,133.449,,1830.7931761896566,1831.6911535278578
D3C1210-200169F013,1975/06/27,1210-2,F,2 to 4 feet,169,32.794,-117.636,33.006,-118.62,32.756,-116.62,32.581,-116.63,32.835,-118.67,,3705.0085648735867,3708.7709559969217
D3C1213-100056A003,1977/07/05,1213-1,A,2 to 4 feet,56,66.347,-178.348,66.282,-179.577,66.575,-177.335,66.394,-177.15,66.123,-179.446,,2147.2245329721313,2148.543418043185
D3C1215-401267A027,1979/08/21,1215-4,A,2 to 4 feet,1267,48.526,39.51,48.682,38.858,48.538,40.216,48.381,40.181,48.497,38.85,2223.2612790023727,1912.3762404414954,1911.2125352757769
D3C1216-100265A025,1980/07/23,1216-1,A,2 to 4 feet,265,20.579,56.412,20.772,55.44,20.571,57.408,20.388,57.366,20.583,55.44,2519.235491130051,4230.698362714144,4228.0521939492655
D3C1206-200263F022,1973/08/09,1206-2,F,2 to 4 feet,263,49.768,124.505,50.409,120.414,49.455,128.699,49.113,128.745,50.097,120.18,,22394.20771005906,22813.410858257485
D3C1206-100062F004,1973/07/19,1206-1,F,2 to 4 feet,62,51.607,66.052,51.8,65.289,51.584,67.0,51.433,66.94,51.593,65.172,1661.5518910110932,2526.240210916174,2527.673275733899
D3C1210-200167A008,1975/06/27,1210-2,A,2 to 4 feet,167,53.131,21.276,53.501,18.813,52.97,23.805,52.768,23.67,53.281,18.829,12289.474199682883,8013.379122964747,7956.896509000384
D3C1214-401034F021,1978/07/28,1214-4,F,2 to 4 feet,1034,47.523,51.782,47.688,51.128,47.534,52.435,47.349,52.411,47.532,51.087,1762.5756487135009,1922.8899699755782,1924.0398688917098
D3C1203-300320A034,1972/07/30,1203-3,A,2 to 4 feet,320,24.986,106.745,25.509,103.557,24.795,109.989,24.477,109.812,25.156,103.653,,24137.657170307622,23933.62360179536
D3C1215-300757A004,1979/06/16,1215-3,A,2 to 4 feet,757,31.885,114.875,32.187,113.019,31.807,116.768,31.587,116.686,31.954,113.042,,8927.923753299423,8898.743573752528
D3C1206-100102A003,1973/07/22,1206-1,A,2 to 4 feet,102,49.976,-97.574,50.161,-98.395,49.972,-96.661,49.815,-96.684,49.939,-98.374,,2592.6140833674754,2589.2019398070465
D3C1216-200277F031,1980/07/25,1216-2,F,2 to 4 feet,277,27.922,112.708,28.257,110.969,27.816,114.49,27.582,114.496,28.032,110.888,,9081.778974389072,9105.95565594627
D3C1217-100125F020,1982/05/24,1217-1,F,2 to 4 feet,125,29.116,78.642,29.264,78.127,29.144,79.15,28.957,79.14,29.105,78.101,442.6854993959961,1949.6725141599522,1950.2402541691426
D3C1213-200312A032,1977/08/21,1213-2,A,2 to 4 feet,312,45.302,128.637,45.493,127.884,45.292,129.479,45.134,129.455,45.269,127.899,,2632.1943730392454,2629.183166467079
D3C1216-100066F032,1980/06/25,1216-1,F,2 to 4 feet,66,13.933,44.046,14.257,42.433,13.843,45.696,13.606,45.706,14.029,42.359,6952.683903192673,9335.464849908041,9347.467223813372
D3C1214-401005F025,1978/07/23,1214-4,F,2 to 4 feet,1005,42.207,-109.794,42.367,-110.354,42.214,-109.153,42.056,-109.189,42.185,-110.417,,1957.2675262922658,1957.8057018610014
D3C1219-200549A018,1984/08/23,1219-2,A,2 to 4 feet,549,37.447,-88.479,37.603,-89.075,37.48,-87.853,37.292,-87.896,37.412,-89.092,76.61693901797486,2286.5540985393063,2285.814886639872
D3C1217-301420F002,1982/09/20,1217-3,F,2 to 4 feet,1420,35.336,87.852,35.487,87.308,35.36,88.39,35.175,88.377,35.33,87.279,87.14673137721252,1909.281467411137,1909.984556095726
D3C1210-200269A013,1975/07/14,1210-2,A,2 to 4 feet,269,47.301,34.927,47.637,32.751,47.175,37.154,46.971,37.043,47.418,32.77,9526.36169576953,7933.002346814372,7888.940481081817
D3C1215-401412F004,1979/09/11,1215-4,F,2 to 4 feet,1412,36.678,71.554,36.919,70.44,36.614,72.857,36.451,72.835,36.699,70.351,1918.8662556300812,4799.776297728884,4806.225952226627
D3C1214-401468A033,1978/09/08,1214-4,A,2 to 4 feet,1468,9.054,104.111,9.429,101.099,9.021,107.197,8.689,107.043,9.067,101.186,,25452.754926565765,25381.131841621653
D3C1210-200170A003,1975/06/28,1210-2,A,2 to 4 feet,170,53.333,159.204,53.579,157.73,53.265,160.73,53.09,160.64,53.395,157.72,,4064.4718393012868,4053.773708923059
D3C1216-200433A002,1980/08/11,1216-2,A,2 to 4 feet,433,55.326,28.523,55.535,27.553,55.306,29.613,55.141,29.576,55.301,27.568,4430.594766788422,2886.9077228628134,2881.766765746168
D3C1216-300662A005,1980/09/11,1216-3,A,2 to 4 feet,662,29.102,115.518,29.282,114.874,29.115,116.228,28.948,116.216,29.047,114.896,,2893.864004433616,2892.0965415658184
D3C1215-300914A015,1979/07/06,1215-3,A,2 to 4 feet,914,44.731,103.233,44.977,101.897,44.668,104.734,44.506,104.689,44.743,101.919,,4926.054806189608,4912.588659414405
D3C1214-200469F033,1978/05/09,1214-2,F,2 to 4 feet,469,22.949,9.524,23.089,9.087,22.974,9.986,22.808,9.969,22.925,9.054,1852.560249536606,1732.4635607837445,1732.7142366174908
D3C1208-400624F006,1974/06/23,1208-4,F,2 to 4 feet,624,30.601,114.684,30.773,113.75,30.599,115.64,30.429,115.64,30.605,113.71,,3465.822414621807,3469.006618283323
D3C1215-401136F001,1979/08/02,1215-4,F,2 to 4 feet,1136,26.117,-80.637,26.275,-81.133,26.133,-80.057,25.974,-80.084,26.078,-81.191,403.4890043866272,2210.264236305155,2210.7319717583546
D3C1219-100150F043,1984/07/18,1219-1,F,2 to 4 feet,150,39.327,-101.195,39.503,-101.807,39.346,-100.542,39.15,-100.572,39.309,-101.857,,2439.8297948220948,2440.59600492067
D3C1217-300943F020,1982/08/13,1217-3,F,2 to 4 feet,943,33.646,96.446,33.871,95.392,33.606,97.535,33.42,97.523,33.689,95.338,,4183.052357052421,4187.627364848914
D3C1208-400682F047,1974/07/04,1208-4,F,2 to 4 feet,682,52.371,32.026,52.595,30.477,52.344,33.438,52.131,33.44,52.445,30.431,5727.381982700927,4141.960157475665,4154.638424626628
D3C1217-100109A063,1982/05/23,1217-1,A,2 to 4 feet,109,17.743,48.427,18.032,46.731,17.684,50.153,17.458,50.083,17.794,46.753,6521.742934982971,9305.566274386414,9289.829005824806
D3C1201-200088F102,1971/06/22,1201-2,F,2 to 4 feet,88,37.403,121.673,37.78,119.61,37.27,123.787,37.021,123.789,37.542,119.513,,10311.967373460675,10354.316183961288
D3C1203-100019A025,1972/07/09,1203-1,A,2 to 4 feet,19,49.087,115.772,49.622,112.404,48.891,118.73,48.563,118.415,49.416,112.39,,14610.562798061603,14466.245335644076
D3C1219-100074A017,1984/07/11,1219-1,A,2 to 4 feet,74,59.657,29.519,60.113,26.381,59.427,32.748,59.212,32.553,59.876,26.391,15925.12026677942,9375.324750343636,9279.726550902567
D3C1215-300914A003,1979/07/06,1215-3,A,2 to 4 feet,914,46.523,103.715,46.771,102.335,46.456,105.264,46.294,105.217,46.538,102.357,,4918.563291250374,4904.261808729095
D3C1203-100118F012,1972/07/15,1203-1,F,2 to 4 feet,118,40.393,99.79,40.61,98.941,40.406,100.57,40.152,100.563,40.431,98.909,,3391.893194476763,3395.562118021366
D3C1208-400633F017,1974/06/25,1208-4,F,2 to 4 feet,633,50.384,105.148,50.487,104.85,50.439,105.47,50.28,105.45,50.33,104.82,,790.8807305067659,790.9526001645545
D3C1208-400589A005,1974/06/20,1208-4,A,2 to 4 feet,589,52.556,61.401,52.712,60.554,52.576,62.331,52.425,62.317,52.5,60.59,1892.6172947755813,2393.9847996699546,2390.8642873224526
D3C1215-200515F030,1979/05/12,1215-2,F,2 to 4 feet,515,28.829,12.37,29.006,11.685,28.862,12.992,28.629,12.998,28.84,11.666,3179.7998038466417,2858.5092329702643,2860.249525245748
D3C1203-400612A055,1972/08/25,1203-4,A,2 to 4 feet,612,20.724,109.835,20.949,108.8,20.687,110.99,20.521,110.961,20.712,108.823,,5041.117684748773,5035.855912086481
D3C1208-400690A014,1974/07/05,1208-4,A,2 to 4 feet,690,63.122,38.782,63.466,35.545,62.985,42.098,62.786,41.92,63.25,35.579,13271.09101095952,7794.625158101155,7713.146656352051
D3C1214-401058F034,1978/07/31,1214-4,F,2 to 4 feet,1058,35.314,84.842,35.468,84.334,35.327,85.42,35.17,85.391,35.287,84.279,215.14157991981503,1928.0001709505364,1928.461199413488
D3C1216-200289F003,1980/07/26,1216-2,F,2 to 4 feet,289,37.941,118.576,38.128,117.929,37.94,119.371,37.777,119.33,37.905,117.836,,2865.831221499388,2867.2719587228316
D3C1213-200329F055,1977/08/25,1213-2,F,2 to 4 feet,329,41.418,42.829,41.785,40.91,41.265,44.805,41.045,44.799,41.576,40.811,7915.024553553955,8072.640331124093,8106.874710001646
D3C1203-400608F028,1972/08/25,1203-4,F,2 to 4 feet,608,44.897,136.086,45.25,134.408,44.739,138.391,44.578,138.35,44.921,134.181,,9219.48668718111,9260.745092717596
D3C1214-200469F056,1978/05/09,1214-2,F,2 to 4 feet,469,19.427,8.858,19.567,8.429,19.454,9.311,19.287,9.296,19.401,8.398,1834.5583929070588,1752.8579768107843,1753.0678626192644
D3C1217-200540F034,1982/07/03,1217-2,F,2 to 4 feet,540,55.063,137.438,55.388,135.632,54.966,139.106,54.728,139.078,55.223,135.559,,5158.648179957962,5179.536671545883
D3C1210-200244A015,1975/07/10,1210-2,A,2 to 4 feet,244,55.282,20.264,55.484,19.267,55.275,21.267,55.066,21.113,55.327,19.2,4439.75463277594,2719.618166828548,2717.2803513555014
D3C1203-300358F007,1972/08/04,1203-3,F,2 to 4 feet,358,60.352,101.624,60.756,99.447,60.192,103.661,59.943,103.593,60.584,99.341,,5778.64543564111,5809.4430752692415
D3C1217-200612F014,1982/07/10,1217-2,F,2 to 4 feet,612,25.157,-78.046,25.332,-78.717,25.193,-77.44,24.957,-77.432,25.165,-78.734,677.5041608263244,2909.3875490741307,2910.91435631277
D3C1219-100016F018,1984/06/27,1219-1,F,2 to 4 feet,16,56.663,53.488,56.886,52.466,56.645,54.445,56.422,54.414,56.729,52.413,2869.791928359329,2656.559154515857,2661.4529981123283
D3C1212-100174F009,1976/07/28,1212-1,F,2 to 4 feet,174,47.803,30.078,48.202,27.923,47.62,32.306,47.398,32.291,47.991,27.808,10649.69605431436,8269.22185035291,8312.711163464965
D3C1215-200510A012,1979/05/12,1215-2,A,2 to 4 feet,510,44.63,126.647,44.78,126.011,44.654,127.303,44.473,127.235,44.62,125.979,,1976.4345379076967,1975.690722350783
D3C1206-200286F003,1973/08/10,1206-2,F,2 to 4 feet,286,32.798,-97.032,32.932,-97.481,32.82,-96.557,32.664,-96.576,32.778,-97.515,,1530.592346129639,1530.8891848280978
D3C1206-200199A033,1973/08/02,1206-2,A,2 to 4 feet,199,36.939,110.506,37.091,109.81,36.973,111.188,36.767,111.103,36.939,109.777,,2478.483268786534,2477.328889715625
D3C1215-300826F004,1979/06/24,1215-3,F,2 to 4 feet,826,45.187,-110.03,45.348,-110.615,45.191,-109.358,45.034,-109.397,45.167,-110.683,,1943.8550520054114,1944.464127203811
D3C1217-200685A002,1982/07/16,1217-2,A,2 to 4 feet,685,60.552,30.064,60.881,27.971,60.436,32.073,60.223,31.87,60.715,27.918,8793.108816080101,5051.932306348062,5034.250973288371
D3C1219-100257F079,1984/07/28,1219-1,F,2 to 4 feet,257,24.8,57.103,25.051,55.974,24.765,58.268,24.548,58.258,24.838,55.918,3423.4191404797516,5680.88618779915,5685.932185594085
D3C1215-300729F009,1979/06/13,1215-3,F,2 to 4 feet,729,40.094,59.445,40.288,58.652,40.115,60.169,39.878,60.168,40.12,58.626,1969.6177085675351,2956.852984788029,2959.7236874683317
D3C1214-300876F009,1978/07/09,1214-3,F,2 to 4 feet,876,58.851,91.329,59.046,90.473,58.835,92.206,58.647,92.15,58.887,90.401,,2033.5055441766742,2035.4268525814848
D3C1215-401237A019,1979/08/16,1215-4,A,2 to 4 feet,1237,52.237,17.273,52.63,14.633,52.074,19.978,51.852,19.834,52.39,14.653,14716.920855288598,9568.266416381242,9497.134567333274
D3C1210-100137F015,1975/06/24,1210-1,F,2 to 4 feet,137,39.58,70.385,39.758,69.658,39.6,71.048,39.381,71.048,39.603,69.634,1101.114019697113,2520.7112234009114,2522.958974443585
D3C1208-300412A019,1974/05/30,1208-3,A,2 to 4 feet,412,38.865,106.941,39.023,105.87,38.875,108.03,38.708,107.98,38.852,105.88,,3501.7546032335767,3496.3856336012627
D3C1217-200528F037,1982/07/01,1217-2,F,2 to 4 feet,528,46.076,80.104,46.277,79.251,46.086,80.888,45.853,80.881,46.112,79.219,705.6184368589172,2857.3720986643134,2860.8431458225878
D3C1217-301193F055,1982/09/04,1217-3,F,2 to 4 feet,1193,2.355,44.481,2.595,43.521,2.309,45.6,2.134,45.587,2.358,43.447,3944.806224380493,5480.496718641187,5480.95680005031
D3C1216-200517F005,1980/08/20,1216-2,F,2 to 4 feet,517,43.835,28.115,43.995,27.546,43.839,28.769,43.683,28.732,43.815,27.48,2344.9626311180573,1923.428981693572,1924.0222726676864
D3C1217-200631F011,1982/07/12,1217-2,F,2 to 4 feet,631,39.909,45.771,40.171,44.431,39.865,46.995,39.632,46.994,40.008,44.387,4477.574891845169,4923.57843234532,4934.530874821642
