Entity ID,Acquisition Date,Mission,Camera,Camera Resolution,Operations Number,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,area_kmsq,area_aea_kmsq,area_kmsq_equal_area
D3C1208-200186A006,1974/05/02,1208-2,A,2 to 4 feet,186,33.494,-98.824,33.637,-99.436,33.526,-98.156,33.376,-98.161,33.427,-99.407,,2334.4767603141822,2333.076462986538
D3C1219-100272F005,1984/07/29,1219-1,F,2 to 4 feet,272,29.016,107.154,29.192,106.599,29.036,107.784,28.851,107.753,28.98,106.541,,2636.70752457553,2637.2640977085334
D3C1218-200430F003,1983/08/29,1218-2,F,2 to 4 feet,430,48.935,75.673,49.153,74.738,48.938,76.537,48.695,76.524,48.982,74.699,1167.8721005051425,3105.7063284434626,3110.2188717772488
D3C1203-200272A101,1972/07/26,1203-2,A,2 to 4 feet,272,29.116,110.688,29.484,108.363,29.045,112.712,28.732,112.526,29.295,108.361,,12090.437648678939,12039.016707052973
D3C1201-200136F001,1971/06/24,1201-2,F,2 to 4 feet,136,52.308,66.089,52.499,65.308,52.309,66.879,52.107,66.841,52.328,65.252,1532.4117071255798,2308.194264024002,2309.981962388759
D3C1219-100251F004,1984/07/27,1219-1,F,2 to 4 feet,251,33.756,-101.585,33.925,-102.147,33.78,-100.989,33.587,-101.014,33.734,-102.191,,2354.7002305202514,2355.3002076718058
D3C1218-200567F021,1983/09/20,1218-2,F,2 to 4 feet,567,43.82,121.26,44.21,119.067,43.666,123.516,43.425,123.512,43.98,118.959,,9701.753659408545,9750.5913559766
D3C1214-401025F005,1978/07/26,1214-4,F,2 to 4 feet,1025,21.034,-75.508,21.264,-76.626,21.02,-74.493,20.784,-74.483,21.098,-76.658,1373.221229062729,5013.506835779191,5018.603771057363
D3C1214-200576A031,1978/05/20,1214-2,A,2 to 4 feet,576,22.298,43.345,22.519,42.304,22.265,44.509,22.1,44.481,22.283,42.326,3952.649350359375,4999.867624807248,4994.4784583731835
D3C1203-100030F011,1972/07/09,1203-1,F,2 to 4 feet,30,34.099,43.09,34.73,39.642,33.82,46.623,33.454,46.679,34.393,39.445,23054.85783333548,25940.170063357837,26243.818671927922
D3C1217-200578A016,1982/07/07,1217-2,A,2 to 4 feet,578,25.056,-5.842,25.189,-6.348,25.098,-5.329,24.914,-5.374,25.029,-6.367,2159.504742207269,1971.2938139213495,1970.9470977443239
D3C1210-300455A027,1975/08/15,1210-3,A,2 to 4 feet,455,38.531,100.03,38.742,98.786,38.514,101.2,38.308,101.11,38.587,98.771,,4287.714202594409,4281.440761986523
D3C1214-401256F006,1978/08/20,1214-4,F,2 to 4 feet,1256,39.092,102.157,39.279,101.392,39.114,102.857,38.882,102.858,39.114,101.367,,2838.5051644176206,2841.141863841831
D3C1213-100014A003,1977/06/30,1213-1,A,2 to 4 feet,14,7.826,136.413,8.024,135.365,7.832,137.392,7.61,137.326,7.859,135.355,,4821.599935043138,4820.36922014259
D3C1213-200205F007,1977/08/02,1213-2,F,2 to 4 feet,205,28.333,55.53,28.508,54.879,28.359,56.122,28.136,56.126,28.349,54.86,1690.7690726740266,2617.3795236565875,2618.888106580286
D3C1216-100054F033,1980/06/24,1216-1,F,2 to 4 feet,54,32.78,42.439,33.003,41.415,32.739,43.496,32.556,43.484,32.825,41.362,3544.1750288473204,4026.8132066156786,4031.0352834047435
D3C1219-200797F018,1984/09/18,1219-2,F,2 to 4 feet,797,27.353,71.398,27.601,70.262,27.317,72.569,27.103,72.559,27.392,70.206,1992.772284703125,5501.187285111981,5506.609671245905
D3C1216-200279F033,1980/07/25,1216-2,F,2 to 4 feet,279,40.027,71.91,40.29,70.57,39.981,73.136,39.748,73.135,40.127,70.525,1993.9566753930665,4922.019100891955,4933.177093326484
D3C1203-200210A050,1972/07/21,1203-2,A,2 to 4 feet,210,44.377,111.123,44.77,108.795,44.295,113.117,43.969,112.845,44.6,108.758,,10049.720511735493,9999.099441171304
D3C1217-300963F002,1982/08/14,1217-3,F,2 to 4 feet,963,41.988,14.399,42.228,13.225,41.933,15.615,41.747,15.596,42.047,13.162,5425.621126107487,4180.122306522259,4186.137099149582
D3C1219-100205F007,1984/07/23,1219-1,F,2 to 4 feet,205,68.148,157.649,68.594,154.968,67.916,160.522,67.699,160.371,68.385,154.743,,6086.805817333065,6115.153277550655
D3C1206-400656A023,1973/09/24,1206-4,A,2 to 4 feet,656,27.134,120.118,27.339,119.099,27.107,121.254,26.951,121.227,27.118,119.121,,4422.046971265661,4416.54966616905
D3C1217-301261A022,1982/09/08,1217-3,A,2 to 4 feet,1261,24.715,91.675,24.906,90.691,24.707,92.684,24.527,92.641,24.72,90.691,,4093.8485682937794,4090.7571979199556
D3C1217-301028F022,1982/08/22,1217-3,F,2 to 4 feet,1028,47.252,33.184,47.418,32.57,47.253,33.889,47.094,33.847,47.236,32.497,2445.1788779146577,1988.2939695612047,1989.0013392430847
D3C1206-200213F023,1973/08/04,1206-2,F,2 to 4 feet,213,31.696,119.133,32.067,116.943,31.623,120.931,31.299,120.99,31.898,116.895,,10390.895586853689,10448.29253928892
D3C1215-401379A024,1979/09/05,1215-4,A,2 to 4 feet,1379,10.491,105.205,10.688,104.089,10.508,106.247,10.274,106.178,10.514,104.08,,5357.873254900969,5355.858422988033
D3C1203-300413F005,1972/08/08,1203-3,F,2 to 4 feet,413,41.481,47.35,41.887,45.18,41.317,49.581,41.07,49.573,41.651,45.075,9278.542061350556,10224.022413934848,10270.07234895033
D3C1206-300353F032,1973/08/16,1206-3,F,2 to 4 feet,353,55.721,27.3,56.164,24.542,55.51,30.149,55.272,30.121,55.939,24.396,14991.25447219548,9510.767729968125,9581.24167037808
D3C1213-100088F019,1977/07/10,1213-1,F,2 to 4 feet,88,54.245,52.31,54.538,50.858,54.114,54.035,53.958,53.984,54.329,50.718,4758.634797173721,4529.867595947852,4539.690552406183
D3C1214-200516F015,1978/05/13,1214-2,F,2 to 4 feet,516,42.537,-97.06,42.731,-97.864,42.553,-96.324,42.32,-96.327,42.567,-97.892,,2839.830172646779,2842.8636418081805
D3C1206-400639F002,1973/09/22,1206-4,F,2 to 4 feet,639,34.067,111.955,34.276,110.956,34.033,112.984,33.857,112.974,34.105,110.906,,3709.93908297239,3713.8644117714725
D3C1215-300922F031,1979/07/07,1215-3,F,2 to 4 feet,922,42.787,65.648,42.98,64.844,42.803,66.385,42.572,66.382,42.816,64.816,1585.520828002594,2816.0216919681015,2818.9979226216747
D3C1208-400752A028,1974/07/19,1208-4,A,2 to 4 feet,752,51.425,33.462,51.698,31.101,51.36,35.866,51.156,35.758,51.482,31.136,10299.07039706784,7769.067345852462,7720.329835334824
D3C1217-100265F003,1982/06/05,1217-1,F,2 to 4 feet,265,55.159,37.278,55.345,36.497,55.153,38.072,54.964,38.029,55.185,36.437,2822.486857347511,2034.8723440084848,2036.5337077118274
D3C1215-401393F003,1979/09/08,1215-4,F,2 to 4 feet,1393,37.918,102.966,38.07,102.407,37.941,103.52,37.757,103.506,37.913,102.377,,1895.3292440335852,1896.0777293919189
D3C1219-200483F054,1984/08/16,1219-2,F,2 to 4 feet,483,21.911,25.438,22.073,24.932,21.942,25.971,21.748,25.953,21.881,24.895,2295.26089992704,2356.405568805991,2356.790347630593
D3C1203-300356F001,1972/08/04,1203-3,F,2 to 4 feet,356,33.127,114.266,33.32,113.53,33.151,114.938,32.911,114.939,33.15,113.506,,3036.1864182812083,3038.5243601820857
D3C1213-200373A008,1977/08/31,1213-2,A,2 to 4 feet,373,51.354,127.84,51.626,126.278,51.281,129.329,51.077,129.195,51.469,126.246,,4445.101722507231,4435.108547435226
D3C1219-100162F044,1984/07/19,1219-1,F,2 to 4 feet,162,21.597,-11.453,21.848,-12.569,21.564,-10.305,21.344,-10.315,21.633,-12.623,6112.330009077751,5801.635766799745,5805.959597787174
D3C1212-100023A007,1976/07/12,1212-1,A,2 to 4 feet,23,56.192,20.612,56.483,18.995,56.07,22.445,55.916,22.371,56.258,19.0,7620.910172181061,4574.346498606308,4554.68729424478
D3C1216-300777F009,1980/09/24,1216-3,F,2 to 4 feet,777,40.346,52.77,40.495,52.251,40.36,53.324,40.196,53.298,40.333,52.207,1360.1622840244293,1708.302819480651,1708.7897035781511
D3C1203-100013F063,1972/07/08,1203-1,F,2 to 4 feet,13,44.476,15.419,44.78,14.202,44.42,17.087,44.223,17.011,44.428,13.961,10216.304963343957,7574.833923161719,7594.182668942683
D3C1215-401239F006,1979/08/17,1215-4,F,2 to 4 feet,1239,51.703,156.663,51.921,155.695,51.701,157.559,51.464,157.542,51.754,155.653,,2969.723331257829,2974.38373808571
D3C1215-200660F010,1979/06/03,1215-2,F,2 to 4 feet,660,44.499,33.51,44.772,32.07,44.445,34.828,44.211,34.823,44.609,32.021,5774.22508999318,4952.073852724667,4965.1701275889
D3C1212-100205A005,1976/07/31,1212-1,A,2 to 4 feet,205,50.849,115.638,51.01,114.99,50.847,116.35,50.697,116.31,50.832,114.97,,1770.421991784854,1769.4276595471185
D3C1219-200599F003,1984/08/28,1219-2,F,2 to 4 feet,599,42.206,97.872,42.476,96.541,42.144,99.249,41.934,99.228,42.272,96.47,,5322.11619457643,5330.99323604482
D3C1216-200514A006,1980/08/20,1216-2,A,2 to 4 feet,514,30.394,69.823,30.592,68.787,30.379,70.886,30.199,70.838,30.406,68.787,1655.2093873038789,4103.303857548312,4099.15988725658
D3C1206-100195F026,1973/08/01,1206-1,F,2 to 4 feet,195,50.886,17.871,51.078,17.092,50.871,18.836,50.714,18.779,50.863,16.974,4055.674311580307,2703.337316042332,2705.1774933117204
D3C1214-300868F036,1978/07/07,1214-3,F,2 to 4 feet,868,22.024,114.389,22.348,112.726,21.93,116.09,21.696,116.099,22.123,112.65,,9081.029905656576,9099.705508650173
D3C1206-200260A016,1973/08/08,1206-2,A,2 to 4 feet,260,51.891,10.919,52.082,9.975,51.898,11.861,51.684,11.725,51.922,9.918,4420.588642302948,2803.7710520054206,2801.5244085829554
D3C1215-301077A003,1979/07/25,1215-3,A,2 to 4 feet,1077,56.96,24.261,57.258,22.375,56.873,26.061,56.659,25.892,57.093,22.336,8191.849989045105,4954.086877942948,4939.12532030412
D3C1219-100066A040,1984/07/10,1219-1,A,2 to 4 feet,66,29.254,-97.404,29.474,-98.483,29.217,-96.196,29.056,-96.226,29.243,-98.461,,4790.258817016546,4783.338320858052
D3C1214-401360F003,1978/08/02,1214-4,F,2 to 4 feet,1360,53.801,52.401,53.981,51.646,53.8,53.166,53.612,53.128,53.821,51.591,2080.73082688945,2015.6264958514814,2017.1368869931657
D3C1217-300950A005,1982/08/13,1217-3,A,2 to 4 feet,950,41.86,-123.059,42.005,-123.665,41.887,-122.436,41.706,-122.499,41.846,-123.694,,1955.6737932348772,1955.0102939548265
D3C1219-100110F067,1984/07/16,1219-1,F,2 to 4 feet,110,40.827,67.761,41.006,67.131,40.844,68.435,40.647,68.403,40.81,67.078,1249.3988639056397,2483.531597049613,2484.3646157353464
D3C1214-300893F020,1978/07/12,1214-3,F,2 to 4 feet,893,38.753,121.14,38.981,120.028,38.707,122.291,38.523,122.276,38.801,119.971,,4102.092535652647,4107.261139532783
D3C1201-200077A037,1971/06/21,1201-2,A,2 to 4 feet,77,55.635,34.916,56.098,31.78,55.424,38.136,55.183,37.953,55.834,31.802,16595.235411115875,11552.745554790683,11441.319463012731
D3C1212-200296F007,1976/08/12,1212-2,F,2 to 4 feet,296,51.866,127.061,52.079,126.17,51.854,127.9,51.635,127.87,51.924,126.12,,2569.681372391859,2573.4018475853104
D3C1216-200435F010,1980/08/11,1216-2,F,2 to 4 feet,435,42.664,2.649,42.856,1.953,42.657,3.506,42.494,3.459,42.633,1.852,3903.505701263587,2889.050771445744,2890.6376162966785
D3C1203-200218F031,1972/07/21,1203-2,F,2 to 4 feet,218,48.072,19.287,48.551,16.704,47.801,22.617,47.601,22.584,48.203,16.445,20396.00299073204,14367.466297916688,14484.018142373383
D3C1203-100008F012,1972/07/08,1203-1,F,2 to 4 feet,8,45.541,82.548,45.894,80.991,45.414,84.684,45.231,84.617,45.54,80.743,1811.4753624040225,9318.057311966273,9350.891816031208
D3C1210-300518A002,1975/08/28,1210-3,A,2 to 4 feet,518,47.21,32.437,47.444,31.011,47.17,33.787,46.967,33.676,47.289,30.99,5298.703703454681,4292.387868998897,4283.839114088296
D3C1215-401448F002,1979/09/14,1215-4,F,2 to 4 feet,1448,44.949,110.546,45.108,109.968,44.954,111.208,44.798,111.171,44.929,109.901,,1907.817478654949,1908.4593865306774
D3C1201-400425A071,1971/07/16,1201-4,A,2 to 4 feet,425,44.167,16.867,44.799,12.573,43.885,21.234,43.554,20.973,44.425,12.701,35960.037905908815,27567.26358794745,27038.118906185715
D3C1219-200507A031,1984/08/18,1219-2,A,2 to 4 feet,507,51.66,43.99,51.849,43.145,51.673,44.87,51.463,44.769,51.663,43.095,3124.885761686417,2701.6770607180138,2700.1905241048003
D3C1216-200398A047,1980/08/05,1216-2,A,2 to 4 feet,398,40.495,-116.007,40.634,-116.544,40.52,-115.44,40.358,-115.481,40.469,-116.561,,1711.9799242829454,1711.42551978151
D3C1219-100025A006,1984/06/28,1219-1,A,2 to 4 feet,25,61.773,59.678,62.082,57.736,61.652,61.715,61.47,61.573,61.887,57.699,4900.126941750031,4593.523340705357,4576.035595589117
D3C1213-100075F019,1977/07/08,1213-1,F,2 to 4 feet,75,57.456,109.014,57.75,107.507,57.335,110.604,57.16,110.55,57.581,107.401,,3805.717109508942,3814.761032581152
D3C1203-400685F013,1972/08/30,1203-4,F,2 to 4 feet,685,50.275,77.829,50.407,77.521,50.314,78.201,50.146,78.147,50.235,77.456,320.55806290493774,966.9025305779813,966.9695483901287
D3C1210-100126F004,1975/06/22,1210-1,F,2 to 4 feet,126,28.352,-9.712,28.666,-11.362,28.255,-8.019,28.035,-8.012,28.453,-11.439,9071.671128828695,8099.51426812244,8120.492317464058
D3C1213-200233F015,1977/08/09,1213-2,F,2 to 4 feet,233,22.449,-14.143,22.624,-14.776,22.48,-13.569,22.252,-13.563,22.462,-14.794,2853.0950473652647,2720.5299784424396,2721.7704540435466
D3C1215-300892F006,1979/07/03,1215-3,F,2 to 4 feet,892,44.567,67.98,44.728,67.357,44.581,68.602,44.396,68.581,44.571,67.32,1020.3688460542908,1931.7674019574638,1932.762170983446
D3C1206-400542F031,1973/09/11,1206-4,F,2 to 4 feet,542,31.82,80.368,32.135,78.654,31.723,82.123,31.502,82.129,31.923,78.576,1604.1301500845336,8113.856156180625,8137.639987058985
D3C1216-200551F012,1980/08/25,1216-2,F,2 to 4 feet,551,56.739,103.006,56.916,102.282,56.728,103.799,56.562,103.743,56.752,102.203,,1804.6585726736123,1805.5968811368696
D3C1213-300531F023,1977/09/18,1213-3,F,2 to 4 feet,531,39.078,99.484,39.328,98.384,38.995,100.778,38.839,100.751,39.117,98.29,,4449.84604680023,4455.811589454404
D3C1219-100224F024,1984/07/25,1219-1,F,2 to 4 feet,224,19.834,17.401,20.009,16.879,19.858,17.993,19.671,17.966,19.794,16.825,2730.5857851933097,2692.0208419356486,2692.421592844471
D3C1205-400567F004,1973/05/02,1205-4,F,2 to 4 feet,567,37.754,103.155,37.918,102.557,37.763,103.882,37.612,103.848,37.712,102.477,,2423.238224135386,2424.368466263949
D3C1217-301074A028,1982/08/26,1217-3,A,2 to 4 feet,1074,34.518,117.544,34.655,116.996,34.553,118.104,34.372,118.052,34.496,116.973,,1937.2063162988122,1936.7094856635952
D3C1210-400657F010,1975/09/16,1210-4,F,2 to 4 feet,657,39.493,120.865,39.724,119.77,39.43,122.15,39.276,122.13,39.515,119.68,,4318.896664326654,4325.411026293223
D3C1215-401375A010,1979/09/04,1215-4,A,2 to 4 feet,1375,26.645,56.993,26.823,56.359,26.662,57.691,26.494,57.68,26.587,56.382,1796.706586891472,2923.3364548711797,2921.7254847387026
D3C1208-400696F023,1974/07/06,1208-4,F,2 to 4 feet,696,51.455,41.037,51.617,40.177,51.481,41.821,51.273,41.824,51.469,40.152,2768.6426512843477,2293.9990916965157,2296.86223678489
D3C1217-200396A012,1982/06/19,1217-2,A,2 to 4 feet,396,40.309,104.436,40.452,103.849,40.337,105.038,40.158,104.979,40.294,103.822,,1917.2994961257868,1916.6970926960066
D3C1214-200614A002,1978/05/24,1214-2,A,2 to 4 feet,614,40.903,48.051,41.076,47.267,40.93,48.825,40.711,48.724,40.913,47.226,2519.03156825357,2848.368150078076,2846.7882667889235
D3C1217-100171F017,1982/05/28,1217-1,F,2 to 4 feet,171,26.609,98.14,26.828,97.153,26.576,99.161,26.389,99.152,26.644,97.103,,4231.300479553912,4234.848148924607
D3C1219-100266F013,1984/07/28,1219-1,F,2 to 4 feet,266,19.932,-76.769,20.182,-77.862,19.9,-75.644,19.681,-75.652,19.968,-77.916,1412.4067844240722,5721.227257293178,5725.305085530096
D3C1217-100037A034,1982/05/15,1217-1,A,2 to 4 feet,37,10.828,-84.202,11.006,-84.786,10.847,-83.558,10.677,-83.567,10.766,-84.765,308.3583663082199,2999.320714840325,2998.693785324156
D3C1217-200555A004,1982/07/05,1217-2,A,2 to 4 feet,555,70.825,157.148,71.235,154.429,70.598,160.063,70.423,159.793,71.04,154.32,,4718.295363020873,4686.522312152529
D3C1206-400634F075,1973/09/21,1206-4,F,2 to 4 feet,634,42.787,42.559,43.132,40.568,42.659,44.601,42.437,44.6,42.92,40.473,8271.22865301921,8220.429418309011,8256.658460904564
D3C1208-300532F004,1974/06/15,1208-3,F,2 to 4 feet,532,36.348,128.579,36.535,127.42,36.351,129.63,36.142,129.64,36.387,127.39,,3980.602885494334,3986.9801837530927
D3C1215-401177A006,1979/08/07,1215-4,A,2 to 4 feet,1177,37.279,-97.429,37.414,-97.947,37.309,-96.885,37.145,-96.922,37.248,-97.961,,1732.6240985737609,1732.1293932634103
D3C1208-200312F027,1974/05/16,1208-2,F,2 to 4 feet,312,41.802,115.698,41.957,115.06,41.821,116.47,41.67,116.44,41.749,114.98,,2430.533566692835,2432.0013563931816
D3C1219-200713F008,1984/09/10,1219-2,F,2 to 4 feet,713,34.3,6.959,34.479,6.367,34.318,7.632,34.132,7.598,34.265,6.304,3214.521944569624,2685.19703741675,2685.9027572729656
D3C1215-401379A005,1979/09/05,1215-4,A,2 to 4 feet,1379,13.522,105.735,13.719,104.618,13.537,106.779,13.305,106.709,13.546,104.61,,5267.449811600042,5264.827606554286
D3C1210-200255F015,1975/07/12,1210-2,F,2 to 4 feet,255,52.352,28.16,52.639,26.582,52.275,29.616,52.054,29.598,52.485,26.521,6393.475891726784,4450.190030721584,4465.140975220345
D3C1212-100023A015,1976/07/12,1212-1,A,2 to 4 feet,23,55.031,20.124,55.317,18.554,54.915,21.903,54.761,21.833,55.092,18.561,7406.911216016419,4563.89987625895,4545.220303627727
D3C1219-100063A007,1984/07/10,1219-1,A,2 to 4 feet,63,50.352,19.261,50.729,16.771,50.201,21.814,49.983,21.681,50.493,16.792,13467.51553657438,9215.824564592074,9152.581603072082
D3C1212-100134A010,1976/07/24,1212-1,A,2 to 4 feet,134,54.155,72.919,54.323,72.217,54.146,73.693,53.996,73.643,54.145,72.195,901.5738598156586,1787.4394319585626,1786.061749956544
D3C1215-300856F015,1979/06/28,1215-3,F,2 to 4 feet,856,43.529,64.372,43.689,63.804,43.535,65.023,43.378,64.986,43.509,63.738,1158.9703249999848,1931.9085180670909,1932.5185136836483
D3C1201-100031F015,1971/06/18,1201-1,F,2 to 4 feet,31,42.155,21.839,42.567,19.529,41.998,24.21,41.737,24.207,42.318,19.418,14181.283385544357,11329.040269802084,11386.537499148704
D3C1203-200159A012,1972/07/17,1203-2,A,2 to 4 feet,159,24.856,62.541,25.151,60.771,24.848,64.038,24.524,63.856,24.988,60.749,4635.625542945694,9149.569890390465,9128.695517609976
D3C1213-200272F015,1977/08/15,1213-2,F,2 to 4 feet,272,33.221,68.66,33.373,68.146,33.24,69.17,33.06,69.156,33.221,68.116,789.8179085754547,1804.0391601246642,1804.6746182626719
D3C1213-100113A013,1977/07/16,1213-1,A,2 to 4 feet,113,26.64,-7.603,26.816,-8.195,26.646,-6.945,26.489,-6.958,26.593,-8.177,2857.6969433049585,2585.0612855698732,2583.6627759098183
D3C1218-200392A018,1983/08/25,1218-2,A,2 to 4 feet,392,61.258,98.877,61.574,96.896,61.136,100.95,60.947,100.807,61.373,96.86,,4914.268155070322,4895.582717960111
D3C1219-200603A052,1984/08/28,1219-2,A,2 to 4 feet,603,22.627,26.622,22.784,26.083,22.661,27.199,22.482,27.179,22.573,26.085,2388.7740639347153,2464.524555547953,2463.9243179483556
D3C1216-100005A082,1980/06/19,1216-1,A,2 to 4 feet,5,44.369,107.513,44.62,106.157,44.305,109.034,44.139,108.988,44.382,106.179,,5128.670962866781,5114.622754141547
D3C1217-300896F015,1982/08/09,1217-3,F,2 to 4 feet,896,65.326,131.145,65.534,130.173,65.281,132.306,65.123,132.197,65.354,130.014,,2061.773856519067,2063.033451486363
D3C1212-100082F008,1976/07/19,1212-1,F,2 to 4 feet,82,68.829,31.988,69.285,29.461,68.594,34.413,68.378,34.266,69.138,29.288,10621.475751632535,4549.020343622943,4583.650566206746
D3C1208-300436A011,1974/06/01,1208-3,A,2 to 4 feet,436,31.274,47.86,31.429,46.748,31.303,48.897,31.1,48.831,31.278,46.743,3159.265087099266,4020.8941714982348,4016.4815930499876
D3C1218-200494A001,1983/09/08,1218-2,A,2 to 4 feet,494,38.681,111.062,38.821,110.531,38.705,111.627,38.547,111.596,38.647,110.522,,1761.1849770689707,1760.573143757334
D3C1214-401144F015,1978/08/08,1214-4,F,2 to 4 feet,1144,44.204,105.313,44.395,104.603,44.197,106.186,44.034,106.138,44.174,104.499,,2859.106584032809,2860.8344943555335
D3C1201-200112A015,1971/06/23,1201-2,A,2 to 4 feet,112,51.965,129.037,52.385,126.243,51.79,131.902,51.554,131.748,52.129,126.266,,10856.542253071628,10769.979565345144
D3C1214-300725F007,1978/06/18,1214-3,F,2 to 4 feet,725,59.318,70.955,59.496,70.193,59.302,71.794,59.139,71.73,59.335,70.106,1121.0168503820191,1749.5794521368732,1750.5406557056085
D3C1217-301156F017,1982/09/01,1217-3,F,2 to 4 feet,1156,1.942,30.629,2.089,30.154,1.981,31.094,1.784,31.09,1.921,30.133,1855.544819931465,2148.324421206647,2148.364266506962
D3C1206-100112A040,1973/07/23,1206-1,A,2 to 4 feet,112,46.998,41.856,47.139,41.236,47.02,42.495,46.85,42.428,46.989,41.205,1889.1379455987244,1733.1311553141213,1732.4572339035801
D3C1215-301087F004,1979/07/27,1215-3,F,2 to 4 feet,1087,51.076,95.954,51.354,94.514,50.974,97.655,50.809,97.616,51.13,94.389,,5039.951253460967,5050.682230445258
D3C1215-200703A030,1979/06/10,1215-2,A,2 to 4 feet,703,24.225,-3.15,24.386,-3.838,24.274,-2.478,24.041,-2.557,24.213,-3.868,3427.388949659776,3138.3346763481854,3137.321756155811
D3C1203-300411F020,1972/08/08,1203-3,F,2 to 4 feet,411,55.042,51.988,55.235,51.242,55.028,52.807,54.849,52.747,55.058,51.16,2256.495578547241,2100.482767174068,2101.5202367462284
D3C1206-200214A012,1973/08/04,1206-2,A,2 to 4 feet,214,40.785,99.034,40.943,98.298,40.815,99.757,40.608,99.664,40.791,98.261,,2504.0398387334935,2502.7446800420976
D3C1212-100135F011,1976/07/24,1212-1,F,2 to 4 feet,135,42.001,70.408,42.271,69.087,41.942,71.619,41.718,71.612,42.115,69.04,2048.413965189636,4543.1484554460785,4553.725568723839
D3C1203-200154F025,1972/07/17,1203-2,F,2 to 4 feet,154,43.066,128.665,43.361,127.511,43.012,130.247,42.82,130.176,43.018,127.281,,7167.592292789243,7184.755276195398
D3C1210-300532A004,1975/08/30,1210-3,A,2 to 4 feet,532,48.221,40.16,48.409,39.352,48.217,41.059,48.057,41.037,48.183,39.372,3084.4663483234026,2692.751758625927,2689.417427856834
D3C1217-100221A002,1982/05/31,1217-1,A,2 to 4 feet,221,31.985,-107.821,32.21,-108.942,31.944,-106.567,31.781,-106.599,31.977,-108.92,,4891.406845732681,4883.457340128743
D3C1203-300398F008,1972/08/07,1203-3,F,2 to 4 feet,398,50.787,67.372,51.264,64.715,50.56,70.114,50.303,70.087,51.021,64.576,6770.035764694214,11090.99411285842,11163.307223173779
D3C1217-200476A012,1982/06/27,1217-2,A,2 to 4 feet,476,10.515,28.037,10.709,27.071,10.514,29.023,10.322,28.983,10.512,27.073,4133.115863844254,4593.199016924657,4591.69732784597
D3C1217-100095A024,1982/05/22,1217-1,A,2 to 4 feet,95,22.68,-0.258,22.974,-1.989,22.613,1.508,22.39,1.434,22.738,-1.967,9855.11939301905,9132.577939595874,9112.294718766994
D3C1214-200452F021,1978/05/07,1214-2,F,2 to 4 feet,452,27.512,43.161,27.694,42.582,27.518,43.87,27.354,43.836,27.47,42.501,2376.6661770718233,2876.267752870195,2877.2868939067
D3C1206-300319F011,1973/08/13,1206-3,F,2 to 4 feet,319,56.748,13.25,57.466,8.481,56.355,18.16,56.014,18.186,57.158,8.197,39881.92346972637,22214.71954512165,22747.278607903325
D3C1215-401197F006,1979/08/11,1215-4,F,2 to 4 feet,1197,55.945,38.456,56.394,35.698,55.726,41.312,55.489,41.283,56.169,35.549,13246.724476562698,9466.468800113616,9537.44585385052
D3C1206-100036F017,1973/07/16,1206-1,F,2 to 4 feet,36,47.953,29.587,48.318,27.428,47.804,31.802,47.583,31.795,48.109,27.321,10518.155323101995,8103.753114913787,8146.558898635026
D3C1208-400702F026,1974/07/07,1208-4,F,2 to 4 feet,702,51.189,43.274,51.514,40.848,51.091,45.755,50.861,45.759,51.292,40.743,10287.721685572464,8836.349588723213,8889.56384371491
D3C1203-300371F009,1972/08/05,1203-3,F,2 to 4 feet,371,40.989,-76.072,41.425,-78.337,40.908,-74.296,40.521,-74.247,41.251,-78.378,3572.4480640091247,10626.564184946361,10700.11483869058
D3C1216-100115F051,1980/07/01,1216-1,F,2 to 4 feet,115,29.569,54.991,29.81,53.945,29.51,56.214,29.344,56.195,29.585,53.862,3310.450860221405,4974.034225921481,4979.284879728806
D3C1212-100047A011,1976/07/15,1212-1,A,2 to 4 feet,47,36.057,79.3,36.222,78.605,36.082,79.987,35.874,79.897,36.067,78.568,591.5013400056305,2566.6777424848947,2565.5358159401544
D3C1219-200625F010,1984/08/30,1219-2,F,2 to 4 feet,625,57.067,93.845,57.39,92.073,56.949,95.705,56.742,95.651,57.189,91.959,,5284.386712644673,5298.95803455971
D3C1210-300514A028,1975/08/28,1210-3,A,2 to 4 feet,514,49.849,142.371,50.091,141.0,49.775,143.92,49.624,143.87,49.873,141.01,,4321.214068313707,4308.9761619902365
D3C1217-100287F011,1982/06/07,1217-1,F,2 to 4 feet,287,60.059,93.22,60.242,92.437,60.04,94.083,59.875,94.015,60.08,92.345,,1782.282751918139,1783.3462184267262
D3C1203-200148F012,1972/07/16,1203-2,F,2 to 4 feet,148,15.568,33.531,15.827,32.42,15.613,34.42,15.256,34.482,15.636,32.412,5646.397270256073,6516.872757324585,6523.720650994318
D3C1213-100006F034,1977/06/28,1213-1,F,2 to 4 feet,6,32.105,39.685,32.246,39.241,32.12,40.157,31.964,40.135,32.093,39.204,1394.6486059880067,1532.396390379736,1532.6963113833467
D3C1217-200673A006,1982/07/15,1217-2,A,2 to 4 feet,673,58.713,86.836,58.933,85.756,58.684,88.053,58.516,88.007,58.694,85.768,335.5889199125519,3008.150424762771,3001.76623269378
D3C1206-400520F006,1973/09/08,1206-4,F,2 to 4 feet,520,24.739,108.728,25.222,105.948,24.567,111.559,24.246,111.619,24.924,105.796,,20031.647560400575,20172.41608323188
